1693198291.967093,0
1693198292.102277,10
1693198292.221019,20
1693198292.372298,19
1693198292.513160,16
1693198292.644790,14
1693198292.806392,12
1693198292.940887,14
1693198293.076043,17
1693198293.204113,16
1693198293.330899,18
1693198293.457479,19
1693198293.583122,12
1693198293.711082,15
1693198293.834803,12
1693198293.967577,18
1693198294.096802,20
1693198294.226661,7
1693198294.352545,13
1693198294.484830,15
1693198294.616911,18
1693198294.753785,19
1693198294.903450,19
1693198295.034462,6
1693198295.163789,11
1693198295.288175,15
1693198295.425426,18
1693198295.567129,17
1693198295.696745,19
1693198295.829046,9
1693198295.968736,12
1693198296.104046,13
1693198296.236383,19
1693198296.361032,19
1693198296.495659,19
1693198296.626351,12
1693198296.754836,16
1693198296.886269,14
1693198297.024174,15
1693198297.150035,20
1693198297.280206,8
1693198297.409783,14
1693198297.544907,17
1693198297.686833,17
1693198297.839427,18
1693198298.016409,3
1693198298.260905,19
1693198298.414965,5
1693198298.592176,9
1693198298.768118,0
1693198298.925094,20
1693198299.098928,11
1693198299.244376,7
1693198299.371993,11
1693198299.495704,15
1693198299.629531,14
1693198299.757163,16
1693198299.891196,17
1693198300.024071,17
1693198300.152467,11
1693198300.291071,15
1693198300.420515,12
1693198300.556156,17
1693198300.692265,19
1693198300.817057,20
1693198300.949045,11
1693198301.077276,13
1693198301.207793,13
1693198301.343864,14
1693198301.468338,18
1693198301.594627,17
1693198301.724581,12
1693198301.851554,12
1693198301.988833,15
1693198302.117623,18
1693198302.247385,17
1693198302.377503,20
1693198302.503667,10
1693198302.629242,14
1693198302.758221,15
1693198302.884474,16
1693198303.014573,15
1693198303.152744,18
1693198303.287090,6
1693198303.420996,12
1693198303.557792,17
1693198303.701169,17
1693198303.854888,9
1693198303.982473,20
1693198304.115256,9
1693198304.252650,10
1693198304.461819,19
1693198304.612102,5
1693198304.759235,7
1693198304.900068,6
1693198305.072281,20
1693198305.217035,0
1693198305.348484,15
1693198305.534185,13
1693198305.662368,6
1693198305.791950,11
1693198305.904488,15
1693198306.034672,11
1693198306.169296,15
1693198306.291109,19
1693198306.412097,18
1693198306.541191,8
1693198306.659228,13
1693198306.812918,12
1693198306.944979,13
1693198307.080775,17
1693198307.212576,19
1693198307.338344,10
1693198307.466026,13
1693198307.591637,15
1693198307.722545,17
1693198307.853650,19
1693198307.985370,19
1693198308.112966,9
1693198308.253811,15
1693198308.377802,12
1693198308.503451,15
1693198308.655845,20
1693198308.798658,16
1693198308.921442,10
1693198309.059941,14
1693198309.187131,13
1693198309.317327,18
1693198309.436496,19
1693198309.559689,18
1693198309.691944,13
1693198309.818788,13
1693198309.952695,16
1693198310.073937,16
1693198310.205083,17
1693198310.327974,18
1693198310.459293,13
1693198310.587797,14
1693198310.740492,13
1693198310.879254,19
1693198311.012091,8
1693198311.133913,7
1693198311.287542,18
1693198311.447150,20
1693198311.606269,9
1693198311.740189,19
1693198311.918526,16
1693198312.048428,7
1693198312.184762,10
1693198312.316291,11
1693198312.437364,16
1693198312.571477,13
1693198312.708193,18
1693198312.834594,18
1693198312.969222,5
1693198313.094811,12
1693198313.232205,12
1693198313.366880,16
1693198313.494858,17
1693198313.622804,17
1693198313.747694,13
1693198313.862848,14
1693198313.980434,15
1693198314.106862,15
1693198314.238341,20
1693198314.370330,19
1693198314.507302,10
1693198314.647309,11
1693198314.777438,14
1693198314.914518,17
1693198315.054996,19
1693198315.186757,6
1693198315.313278,12
1693198315.433604,12
1693198315.566386,15
1693198315.695828,18
1693198315.837080,18
1693198315.979986,11
1693198316.107116,11
1693198316.243333,14
1693198316.370070,13
1693198316.500494,19
1693198316.636245,18
1693198316.768271,15
1693198316.892944,10
1693198317.040437,5
1693198317.227637,16
1693198317.383790,10
1693198317.539297,12
1693198317.736017,1
1693198317.915368,20
1693198318.040180,0
1693198318.166923,6
1693198318.290794,11
1693198318.420725,13
1693198318.551192,14
1693198318.679417,16
1693198318.817416,18
1693198318.956043,19
1693198319.081699,11
1693198319.210653,14
1693198319.334894,17
1693198319.458627,18
1693198319.581841,17
1693198319.708658,19
1693198319.832686,11
1693198319.967824,8
1693198320.126396,10
1693198320.253127,15
1693198320.383567,17
1693198320.523715,17
1693198320.651569,11
1693198320.788270,9
1693198320.915487,15
1693198321.051476,17
1693198321.177344,17
1693198321.303106,19
1693198321.433431,10
1693198321.564440,15
1693198321.689661,14
1693198321.819794,17
1693198321.952966,17
1693198322.090322,9
1693198322.216933,13
1693198322.343442,16
1693198322.473597,18
1693198322.599163,18
1693198322.721722,18
1693198322.848210,13
1693198322.984755,14
1693198323.113545,13
1693198323.260566,18
1693198323.403808,16
1693198323.541090,20
1693198323.682802,6
1693198323.820376,18
1693198324.001706,0
1693198324.131427,0
1693198324.292366,20
1693198324.436284,6
1693198324.563055,8
1693198324.690064,11
1693198324.810738,14
1693198324.928154,16
1693198325.058272,16
1693198325.186609,17
1693198325.318827,19
1693198325.448147,9
1693198325.581537,11
1693198325.703216,13
1693198325.830473,14
1693198325.963741,18
1693198326.088190,19
1693198326.211747,12
1693198326.336734,13
1693198326.473157,9
1693198326.606774,17
1693198326.735150,16
1693198326.862947,18
1693198326.989971,20
1693198327.119712,12
1693198327.233508,12
1693198327.366245,15
1693198327.483370,16
1693198327.614850,19
1693198327.740589,19
1693198327.864423,12
1693198327.988079,14
1693198328.118713,14
1693198328.244296,15
1693198328.379880,16
1693198328.518075,18
1693198328.644239,12
1693198328.797050,13
1693198328.919670,13
1693198329.048076,18
1693198329.183145,17
1693198329.314308,15
1693198329.467815,9
1693198329.607518,20
1693198329.750608,14
1693198329.895631,18
1693198330.040537,0
1693198330.239183,0
1693198330.373393,20
1693198330.498279,1
1693198330.635830,20
1693198330.770170,3
1693198330.896564,8
1693198331.026735,9
1693198331.161412,13
1693198331.289602,14
1693198331.416200,15
1693198331.545269,19
1693198331.674133,19
1693198331.811399,9
1693198331.953388,11
1693198332.087716,15
1693198332.212739,14
1693198332.341150,17
1693198332.469949,14
1693198332.604871,12
1693198332.728456,14
1693198332.850158,14
1693198332.991652,16
1693198333.133815,16
1693198333.251024,18
1693198333.408630,10
