1693198385.868839,65
1693198385.997266,65
1693198386.136014,65
1693198386.261243,64
1693198386.408008,67
1693198386.542190,73
1693198386.678772,72
1693198386.806183,76
1693198386.933067,88
1693198387.065134,95
1693198387.192735,92
1693198387.316422,77
1693198387.473078,72
1693198387.609118,73
1693198387.744425,70
1693198387.881644,79
1693198388.007948,79
1693198388.135334,82
1693198388.263911,92
1693198388.409605,98
1693198388.568723,92
1693198388.701152,83
1693198388.834935,81
1693198388.979419,77
1693198389.124567,68
1693198389.252458,73
1693198389.388735,85
1693198389.526488,95
1693198389.649937,95
1693198389.778338,99
1693198389.934017,99
1693198390.053660,98
1693198390.189181,83
1693198390.331307,44
1693198390.471082,19
1693198390.605047,20
1693198390.736709,23
1693198390.859807,23
1693198390.983068,24
1693198391.111689,24
1693198391.239799,26
1693198391.365453,29
1693198391.485552,29
1693198391.614221,27
1693198391.748333,31
1693198391.877224,30
1693198392.008633,32
1693198392.141981,33
1693198392.271316,34
1693198392.397846,36
1693198392.530143,35
1693198392.662697,35
1693198392.791228,36
1693198392.923779,38
1693198393.059567,36
1693198393.192753,40
1693198393.328052,39
1693198393.464728,41
1693198393.591835,40
1693198393.727712,41
1693198393.859253,43
1693198393.990162,41
1693198394.124290,42
1693198394.252450,45
1693198394.381381,43
1693198394.508073,45
1693198394.632629,45
1693198394.766936,47
1693198394.896944,45
1693198395.038878,45
1693198395.165421,47
1693198395.282825,51
1693198395.422161,49
1693198395.549312,61
1693198395.667229,72
1693198395.804515,91
1693198395.951747,84
1693198396.079793,77
1693198396.211545,49
1693198396.340520,52
1693198396.487766,64
1693198396.611660,62
1693198396.738317,78
1693198396.862984,85
1693198396.987005,69
1693198397.152750,55
1693198397.290240,60
1693198397.424697,72
1693198397.573489,72
1693198397.740788,83
1693198397.866403,90
1693198397.990200,60
1693198398.118658,60
1693198398.245010,60
1693198398.379735,59
1693198398.506558,58
1693198398.631736,61
1693198398.755613,62
1693198398.885261,60
1693198399.012558,62
1693198399.137412,63
1693198399.257248,63
1693198399.380660,63
1693198399.505287,63
1693198399.632101,64
1693198399.764303,65
1693198399.892240,66
1693198400.018696,65
1693198400.151288,62
1693198400.276768,64
1693198400.408682,67
1693198400.537929,66
1693198400.667135,67
1693198400.800378,67
1693198400.924091,68
1693198401.052149,66
1693198401.189525,70
1693198401.327077,71
1693198401.452897,66
1693198401.577308,68
1693198401.707443,71
1693198401.834556,69
1693198401.968367,69
1693198402.097084,72
1693198402.227607,72
1693198402.354361,73
1693198402.489773,70
1693198402.616918,73
1693198402.744239,74
1693198402.875445,75
1693198403.002437,74
1693198403.135318,66
1693198403.265021,78
1693198403.393197,85
1693198403.533399,95
1693198403.663846,97
1693198403.794991,99
1693198403.961564,94
1693198404.090054,92
1693198404.208836,87
1693198404.354733,83
1693198404.509987,34
1693198404.633566,23
1693198404.786553,60
1693198404.925714,83
1693198405.068493,98
1693198405.210486,58
1693198405.352787,44
1693198405.486482,51
1693198405.622484,52
1693198405.748936,64
1693198405.873614,74
1693198406.001483,44
1693198406.131216,45
1693198406.259379,46
1693198406.385013,48
1693198406.509932,49
1693198406.641606,48
1693198406.771814,48
1693198406.894356,50
1693198407.022786,50
1693198407.154534,51
1693198407.286175,51
1693198407.416790,52
1693198407.541475,53
1693198407.666339,53
1693198407.798158,53
1693198407.919389,55
1693198408.043934,55
1693198408.176087,53
1693198408.305270,56
1693198408.435102,57
1693198408.558989,56
1693198408.686521,55
1693198408.813500,57
1693198408.943699,58
1693198409.075634,58
1693198409.202964,60
1693198409.331630,58
1693198409.459215,60
1693198409.586511,61
1693198409.724978,60
1693198409.848661,63
1693198409.984325,61
1693198410.113111,59
1693198410.235649,65
1693198410.369227,64
1693198410.491735,61
1693198410.625626,59
1693198410.754914,66
1693198410.875228,63
1693198411.003149,64
1693198411.142005,56
1693198411.278756,74
1693198411.405536,77
1693198411.524117,86
1693198411.653565,100
1693198411.801768,99
1693198411.929849,92
1693198412.047162,73
1693198412.203659,27
1693198412.367345,44
1693198412.524809,51
1693198412.671316,76
1693198412.848084,36
1693198413.003647,42
1693198413.130356,54
1693198413.258457,56
1693198413.385454,74
1693198413.517908,41
1693198413.651722,41
1693198413.777699,41
1693198413.900159,40
1693198414.031335,41
1693198414.152063,42
1693198414.274577,45
1693198414.399597,43
1693198414.521795,46
1693198414.648945,45
1693198414.777814,45
1693198414.903712,46
1693198415.031995,47
1693198415.160759,48
1693198415.294515,48
1693198415.436200,44
1693198415.564579,49
1693198415.687005,48
1693198415.818302,52
1693198415.950051,52
1693198416.078240,52
1693198416.216617,49
1693198416.345104,51
1693198416.471696,51
1693198416.597527,52
1693198416.725080,56
1693198416.856434,56
1693198416.987478,56
1693198417.110226,57
1693198417.237025,55
1693198417.375605,57
1693198417.505170,51
1693198417.642389,55
1693198417.781971,56
1693198417.918864,59
1693198418.044813,60
1693198418.184373,56
1693198418.316550,60
1693198418.443061,57
1693198418.574322,61
1693198418.719568,55
1693198418.856984,71
1693198419.006153,75
1693198419.133343,71
1693198419.263014,79
1693198419.395509,94
1693198419.518838,93
1693198419.663310,55
1693198419.801143,76
1693198419.946602,71
1693198420.078424,84
1693198420.216270,97
1693198420.350509,92
1693198420.495509,93
1693198420.629140,66
1693198420.770627,32
1693198420.886621,47
1693198421.048399,55
1693198421.184240,62
1693198421.307601,39
1693198421.451306,34
1693198421.578903,38
1693198421.702267,40
1693198421.827349,39
1693198421.966997,39
1693198422.098747,41
1693198422.240981,39
1693198422.366220,42
1693198422.497205,43
1693198422.622544,44
1693198422.753691,45
1693198422.883111,44
1693198423.010095,45
1693198423.135787,46
1693198423.268839,46
1693198423.397374,48
1693198423.528162,45
1693198423.662842,48
1693198423.808841,44
1693198423.957056,46
1693198424.094986,49
1693198424.228806,51
1693198424.372983,46
1693198424.519890,51
1693198424.665375,51
1693198424.796218,53
1693198424.924115,52
1693198425.066809,51
1693198425.188471,55
1693198425.330992,53
1693198425.459959,54
1693198425.584599,55
1693198425.711859,56
1693198425.836123,57
1693198425.962180,57
1693198426.087174,57
1693198426.209755,58
1693198426.403001,58
